Accounts,On/Off,Wine,Date,Address,Lat,Lon
Beer Run,on/off,Shenandoah Valley Cabernet Franc,2/20,"156 Carlton Rd Ste 203, Charlottesville, VA 22902",38.0246361,-78.468401
Bon Ton,on,Rosé,2/20,"674 Myrtle Street NE , ATLANTA, GA 30308",33.7729895,-84.3804087
Brooklyn Wine Exchange,off,Five Forks,2/20,"138 Court Street, Brooklyn, NY 11201",40.6893227,-73.992801
C&O Restaurant,on,Foothills,2/20,"515 E Water St, Charlottesville, VA 22902",38.0290618,-78.4782802
C&O Restaurant,on,Foothills,2/20,"515 E Water St, Charlottesville, VA 22902",38.0290618,-78.4782802
C&O Restaurant,on,Foothills,2/20,"515 E Water St, Charlottesville, VA 22902",38.0290618,-78.4782802
Cavalier Hotel,on,Foothills,2/20,"4200 Atlantic Avenue, Virginia Beach, VA 23451",36.8692128,-75.9837519
Clay Restaurant,on,Chardonnay,2/20,"553 Manhattan Ave , Manhattan, NY 10027",40.809486,-73.9538229
Clay Restaurant,on,Shenandoah Valley Cabernet Franc,2/20,"553 Manhattan Ave , Manhattan, NY 10027",40.809486,-73.9538229
Clementine Cafe,on,Chardonnay,2/20,"153 S Main St, Harrisonburg, VA 22801",38.4478062,-78.8692932
Dabney,on,Eluvium,2/20,"122 Blagden Alley NW, Washington, DC 20009",38.9062837,-77.0246047
Department of Beer & Wine,off,Foothills,2/20,"2724 Richmond Hwy, Alexandria, VA 22301",38.830645,-77.051175
Department of Beer & Wine,off,Foothills,2/20,"2724 Richmond Hwy, Alexandria, VA 22301",38.830645,-77.051175
Dominion Wine and Beer,on/off,Chardonnay,2/20,"107 Rowell Ct., Falls Church, VA 22046",38.8897048,-77.183834
Dominion Wine and Beer,on/off,Petit Manseng,2/20,"107 Rowell Ct., Falls Church, VA 22046",38.8897048,-77.183834
Downtown Grille,on,Chardonnay,2/20,"201 West Main Street, Charlottesville, VA 22902",38.0312386,-78.4823426
Downtown Grille,on,Eluvium,2/20,"201 West Main Street, Charlottesville, VA 22902",38.0312386,-78.4823426
Dutch & Co.,on,Chardonnay,2/20,"400 N. 27th St., Richmond, VA 23223",37.5316135,-77.4162141
Dutch & Co.,on,Quaker Run Chardonnay,2/20,"400 N. 27th St., Richmond, VA 23223",37.5316135,-77.4162141
Enologo,on,Foothills,2/20,"857 9th Ave, Manhattan, NY 10019",40.7671347,-73.986653
Essex Pearl,on,Five Forks,2/20,"115 Delancey Street, Manhattan, NY 10002",40.7182566,-73.9881462
Fat Canary,on,Eluvium,2/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Foothills,2/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Shenandoah Valley Cabernet Franc,2/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Feast,off,Foothills,2/20,"416 W Main St Suite H, Charlottesville, VA 22902",38.0304142,-78.4872613
Field & Main,on/off,Rosé,2/20,"8369 W. Main St., Marshall, VA 20115",38.8647631,-77.8574303
Foods of All Nations,off,Eluvium,2/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Foothills,2/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Foothills,2/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Petit Manseng,2/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Shenandoah Valley Cabernet Franc,2/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Fortunato,on,Foothills,2/20,"301 1st Street SW #300, Roanoke, VA 24011",37.2710853,-79.9427864
Friendly City Food Co-op,off,Foothills,2/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Friendly City Food Co-op,off,Foothills,2/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Friendly City Food Co-op,off,Foothills,2/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Friendly City Food Co-op,off,Foothills,2/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Friendly City Food Co-op,off,Rosé,2/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Glen's Garden Market,on/off,Foothills,2/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Shenandoah Valley Cabernet Franc,2/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Greenwood,off,Chardonnay,2/20,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Greenwood,off,Foothills,2/20,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Greenwood,off,Foothills,2/20,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Greenwood,off,Quaker Run Chardonnay,2/20,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Hazel Jane's,On,Rosé,2/20,"670 DEKALB AVE, ATLANTA, GA 30307",33.7535491,-84.3655673
Heirloom Cafe,on,Petit Manseng,2/20,"815 N CHASE ST, ATHENS, GA 30601",33.9663133,-83.3931064
Heirloom Cafe,on ,Petit Manseng,2/20,"815 N CHASE ST, ATHENS, GA 30601",33.9663133,-83.3931064
Heirloom Cafe,on,Rosé,2/20,"815 N CHASE ST, ATHENS, GA 30601",33.9663133,-83.3931064
Hill of Content,on,Chardonnay,2/20,"833 Tinsley Dr,, Charlottesville, VA 22732",38.3228389,-78.1944651
Hill of Content,on,Chardonnay,2/20,"833 Tinsley Dr,, Charlottesville, VA 22732",38.3228389,-78.1944651
Hill of Content,on,Chardonnay,2/20,"833 Tinsley Dr,, Charlottesville, VA 22732",38.3228389,-78.1944651
Hill of Content,on,Shenandoah Valley Cabernet Franc,2/20,"833 Tinsley Dr,, Charlottesville, VA 22732",38.3228389,-78.1944651
Ivy Inn,on,Petit Manseng,2/20,"2244 Old Ivy Rd., Charlottesville, VA 22903",38.045948,-78.516234
J Emerson,off,Chardonnay,2/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
J Emerson,off,Foothills,2/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
Jefferson Hotel,on,Eluvium,2/20,"101 W Franklin St, Richmond, VA 23220",37.5442364,-77.4454155
Jefferson Hotel,on,Foothills,2/20,"101 W Franklin St, Richmond, VA 23220",37.5442364,-77.4454155
La Fromagerie,on/off,Petit Manseng,2/20,"1222 King St, Alexandria, VA 22314",38.805648,-77.053429
Little Red Fox,on/off,Rosé,2/20,"5035 Connecticut Ave. NW, Washington, DC 20008",38.9558822,-77.0699601
"Local, The",on,Shenandoah Valley Cabernet Franc,2/20,"824 Hinton Ave, Charlottesville, VA 22901",38.0244641,-78.4755275
Market Street Wine Shop,off,Chardonnay,2/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Foothills,2/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Momofuku DC,on,Eluvium,2/20,"1090 I St. NW, Washington, DC 20001",38.9007039,-77.0268751
Momofuku DC,on,Rosé,2/20,"1090 I St. NW, Washington, DC 20001",38.9007039,-77.0268751
Mona Lisa,off,Foothills,2/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Shenandoah Valley Cabernet Franc,2/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Now & Zen,on,Rosé,2/20,"Pinnacle Planning Inc, Charlottesville, VA 22902",37.99295,-78.502142
Organic Butcher of McLean,off,Eluvium,2/20,"6712 Old Dominion Drive, McLean, VA 22101",38.9335412,-77.1758584
Outpost,off,Young Wine Chambourcin,2/20,"4813 Forest Hill Ave., Richmond, VA 23225",37.5211852,-77.4878087
Please Bring Chips,on,Shenandoah Valley Cabernet Franc,2/20,"951 V St. NE, Washington, DC 20018",38.9171218,-76.9916225
Prime 109,on,Petit Manseng,2/20,"300 East Main St., Charlottesville, VA 22902",36.8605378,-76.2996588
Prosperity Kitchen & Pantry,on,Foothills,2/20,"532 Virginia Beach Blvd Ste B, Virginia Beach, VA 23451",36.8444829,-75.9806406
Red Hen-DC,on,Eluvium,2/20,"1822 1st St. NW, Washington, DC 20001",38.9149738,-77.0124095
Red Hen-DC,on,Five Forks,2/20,"1822 1st St. NW, Washington, DC 20001",38.9149738,-77.0124095
Rio Hill Wine & Beer,off,Foothills,2/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Rio Hill Wine & Beer,off,Petit Manseng,2/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Roosevelt,on,Foothills,2/20,"623 N. 25th St., Richmond, VA 23223",37.534897,-77.4154189
Savannah Wine Cellar,on/off,Foothills,2/20,"5502 Abercorn St, Savannah, GA 31405",32.0229174,-81.109395
"Shack, The",on,Chardonnay,2/20,"105 S. Coalter St., Staunton, VA 24401",38.148151,-79.0681357
South Street Brewery,on,Foothills,2/20,"106 South St., Charlottesville, VA 22902",38.029338,-78.482687
Tail Up Goat,on,Rosé,2/20,"1827 Adams Mill Rd. NW, Washington, DC 20009",38.923447,-77.043176
Talk of the Table,off,Five Forks,2/20,"410 PEACHTREE PKWY, Cumming, GA 30041",34.1535941,-84.1768731
Talk of the Table,off,Rosé,2/20,"410 PEACHTREE PKWY, Cumming, GA 30041",34.1535941,-84.1768731
Taste - Town Center,on/off,Eluvium,2/20,"4513 Commerce Street, Virgina Beach, VA 23462",36.8418021,-76.1345125
Taste - Town Center,on/off,Foothills,2/20,"4513 Commerce Street, Virgina Beach, VA 23462",36.8418021,-76.1345125
Taste - Westhampton,on/off,Chardonnay,2/20,"5706 Grove Ave Ste 100, Richmond, VA 23226",37.5732828,-77.5173888
Taste - Westhampton,on/off,Eluvium,2/20,"5706 Grove Ave Ste 100, Richmond, VA 23226",37.5732828,-77.5173888
Tastings of Charlottesville,on/off,Foothills,2/20,"502 East Market St, Charlottesville, VA 22902",38.0303427,-78.4779714
Tastings of Charlottesville,on/off,Foothills,2/20,"502 East Market St, Charlottesville, VA 22902",38.0303427,-78.4779714
Thornton River Grille,on,Rosé,2/20,"Thornton River Grille, Sperryville, VA 22740",38.6525114,-78.2667447
Town Duck,off,Foothills,2/20,"100 Main St, Warrenton, VA 20186",38.7122701,-77.7930779
Town Duck,off,Rosé,2/20,"100 Main St, Warrenton, VA 20186",38.7122701,-77.7930779
Unwined Belle View,off,Eluvium,2/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Belle View,off,Foothills,2/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Bradlee Shopping Center,off,Eluvium,2/20,"3690-J King St, Alexandria, VA 22302",38.8296628,-77.0921948
Valley Pike Farm Market,off,Foothills,2/20,"3494 Lee Highway, Weyers Cave, VA 24486",40.6724091,-73.9833358
Vermillion,on,Foothills,2/20,"1120 King St, Alexandria, VA 22314",38.8055661,-77.0522637
Vinosity,off,Foothills,2/20,"174 E Davis St,, Charlottesville, VA 22732",38.0293059,-78.4766781
Vinosity,off,Foothills,2/20,"174 E Davis St,, Charlottesville, VA 22732",38.0293059,-78.4766781
Vintage Cellar,off,Foothills,2/20,"1338 South Main St., Blacksburg, VA 24060",37.215963,-80.402101
White Moose Inn,on,Chardonnay,2/20,"291 Main St., Washington, VA 22747",38.7123391,-78.16034
Whole Foods - Ashburn,on/off,Eluvium,2/20,"19800 Belmont Chase Dr, Ashburn, VA 20147",39.0684834,-77.4843963
Whole Foods - Boro Tysons,on/off,Rosé,2/20,"1635 Boro Place, McLean, VA 22102",38.9246153,-77.2335301
Whole Foods - H Street,on/off,Foothills,2/20,"600-A H Street, NE, Washington, DC 20002",38.9005142,-76.9976267
Whole Foods - Short Pump,on/off,Rosé,2/20,"11173 West Broad St., Richmond, VA 23060",37.6475665,-77.5997292
Whole Foods - Tysons,on/off,Foothills,2/20,"7511 Leesburg Pike, Falls Church, VA 22043",38.903442,-77.2044823
Whole Foods - Virginia Beach,on/off,Rosé,2/20,"1800 Laskin Road, Virginia Beach, VA 23454",36.8509319,-76.0281576
Whole Foods - West Broad,on/off,Rosé,2/20,"2024 W Broad Street, Richmond, VA 23220",37.5581958,-77.4612166
Wine Cellar- Staunton,off,Shenandoah Valley Cabernet Franc,2/20,"8 Byers St., Staunton, VA 24401",38.1477303,-79.0727371
Wine Seller - Williamsburg,off,Petit Manseng,2/20,"4680 Monticello Ave Suite 15, Williamsburg, VA 23188",37.2719211,-76.7595155
Zap Wines & Spirits,off,Young Wine Chambourcin,2/20,"105 Court Street, Brooklyn, NY 11201",40.6907763,-73.9915424
Zynodoa,on,Eluvium,2/20,"115 E Beverly St, Staunton, VA 24401",38.149814,-79.0709713
Zynodoa,on,Petit Manseng,2/20,"115 E Beverly St, Staunton, VA 24401",38.149814,-79.0709713
313 Franklin,on ,Chardonnay,2/21,"313 Franklin Street, South Hill, VA 23970",36.726272,-78.1245498
313 Franklin,on ,Petit Manseng,2/22,"313 Franklin Street, South Hill, VA 23970",36.726272,-78.1245498
313 Franklin,on ,Foothills,2/23,"313 Franklin Street, South Hill, VA 23970",36.726272,-78.1245498
Alewife,on,Young Wine Chambourcin,3/20,"3120 E Marshall St., Richmond, VA 23223",37.5288799,-77.4116006
Amber Ox Kitchen & Brewery,on,Foothills,3/20,"521 Prince George St., Williamsburg, VA 23185",37.272864,-76.708414
Amber Ox Kitchen & Brewery,on,Foothills,3/20,"521 Prince George St., Williamsburg, VA 23185",37.272864,-76.708414
And Sons NYC,on,Petit Manseng,3/20,"447 Rogers Ave, Brooklyn, NY 11225",40.6616172,-73.9534096
Arrowine,off,Eluvium,3/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Rosé,3/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Rosé,3/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Shenandoah Valley Cabernet Franc,3/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Young Wine Chambourcin,3/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Astor Wines & Spirits,off,Shenandoah Valley Cabernet Franc,3/20,"399 Lafayette St, Manhattan, NY 10003",40.7279823,-73.9926938
Back Bay's Farmhouse Brewing,on,Rosé,3/20,"1805 Kempsville Rd, Virginia Beach, VA 23464",36.7830652,-76.1893622
Balducci's - Alexandria,off,Chardonnay,3/20,"600 Franklin St, Alexandria, VA 22314",38.7978102,-77.0479011
Balducci's - Alexandria,off,Rosé,3/20,"600 Franklin St, Alexandria, VA 22314",38.7978102,-77.0479011
Barrel Chest,off,Chardonnay,3/20,"4035 Electric Rd. #B, Roanoke, VA 24018",37.2235279,-79.982868
Barrel Chest,off,Rosé,3/20,"4035 Electric Rd. #B, Roanoke, VA 24018",37.2235279,-79.982868
Barrel Thief,on/off,Foothills,3/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,3/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,3/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,3/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,3/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Bloom,on,Petit Manseng,3/20,"1109 Main St. SW, Roanoke, VA 24015",37.264562,-79.958762
Bon Ton,on,Rosé,3/20,"674 Myrtle Street NE , ATLANTA, GA 30308",33.7729895,-84.3804087
C&O Restaurant,on,Foothills,3/20,"515 E Water St, Charlottesville, VA 22902",38.0290618,-78.4782802
Caboose,on/off,Foothills,3/20,"108 S. Railroad Ave., Ashland, VA 23005",37.758286,-77.4816338
Clementine Cafe,on,Eluvium,3/20,"153 S Main St, Harrisonburg, VA 22801",38.4478062,-78.8692932
Crystal City Wine Shop,off,Rosé,3/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Dabney,on,Eluvium,3/20,"122 Blagden Alley NW, Washington, DC 20009",38.9062837,-77.0246047
DeVine,off,Petit Manseng,3/20,"121 Blue Ridge Dr, Wintergreen, VA 22958",37.8848619,-78.8994672
DeVine,off,Shenandoah Valley Cabernet Franc,3/20,"121 Blue Ridge Dr, Wintergreen, VA 22958",37.8848619,-78.8994672
Dominion Wine and Beer,on/off,Rosé,3/20,"107 Rowell Ct., Falls Church, VA 22046",38.8897048,-77.183834
Dutch & Co.,on,Foothills,3/20,"400 N. 27th St., Richmond, VA 23223",37.5316135,-77.4162141
Each Peach Market,on/off,Foothills,3/20,"3068 Mt Pleasant St NW, Washington, DC 20009",38.928548,-77.0375272
Ellwood Thompson,off,Rosé,3/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Essex Pearl,on,Petit Manseng,3/20,"115 Delancey Street, Manhattan, NY 10002",40.7182566,-73.9881462
Fat Canary,on,Foothills,3/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Foothills,3/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Feast,off,Foothills,3/20,"416 W Main St Suite H, Charlottesville, VA 22902",38.0304142,-78.4872613
Foods of All Nations,off,Chardonnay,3/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Petit Manseng,3/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Rosé,3/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Shenandoah Valley Cabernet Franc,3/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Friendly City Food Co-op,off,Foothills,3/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Friendly City Food Co-op,off,Petit Manseng,3/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Fry's Spring Beach Club,on,Foothills,3/20,"2513 Jefferson Park Ave, Charlottesville, VA 22903",38.0192125,-78.5141217
Fry's Spring Beach Club,on,Rosé,3/20,"2513 Jefferson Park Ave, Charlottesville, VA 22903",38.0192125,-78.5141217
Glen's Garden Market,on/off,Foothills,3/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Foothills,3/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Rosé,3/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Rosé,3/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Rosé,3/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Shenandoah Valley Cabernet Franc,3/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Shenandoah Valley Cabernet Franc,3/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Shenandoah Valley Cabernet Franc,3/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Grisette,on,Eluvium,3/20,"3119 East Marshall Street, Richmond, VA 23223",37.528621,-77.4119182
Grisette,on,Foothills,3/20,"3119 East Marshall Street, Richmond, VA 23223",37.528621,-77.4119182
Hamilton's,on,Petit Manseng,3/20,"101 W Main St, Charlottesville, VA 22902",38.030928,-78.4815455
Hazel Jane's,on ,Petit Manseng,3/20,"670 DEKALB AVE, ATLANTA, GA 30307",33.7535491,-84.3655673
High Street on Hudson,on,Young Wine Chambourcin,3/20,"637 Hudson St, Manhattan, NY 10014",40.7388972,-74.0057401
Inn at Warm Springs,on,Rosé,3/20,"12968 Sam Snead Hwy, Warm Springs, VA 24484",38.0534747,-79.7791928
J Emerson,off,Foothills,3/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
J Emerson,off,Foothills,3/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
J Emerson,off,Foothills,3/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
J Emerson,off,Foothills,3/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
J Emerson,off,Foothills,3/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
La Fromagerie,on/off,Shenandoah Valley Cabernet Franc,3/20,"1222 King St, Alexandria, VA 22314",38.805648,-77.053429
Libbie Market,off,Quaker Run Chardonnay,3/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Libbie Market,off,Shenandoah Valley Cabernet Franc,3/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Libbie Market,off,Shenandoah Valley Cabernet Franc,3/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Libbie Market,off,Shenandoah Valley Cabernet Franc,3/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Locke Store,off,Eluvium,3/20,"2049 Millwood Rd., Millwood, VA 22646",39.0695452,-78.0379379
Lucky,on,Quaker Run Chardonnay,3/20,"18 Kirk Ave SW, Roanoke, VA 24011",37.2709987,-79.9414035
Market Street Wine Shop,off,Eluvium,3/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Foothills,3/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Foothills,3/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Foothills,3/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Momofuku DC,on,Young Wine Chambourcin,3/20,"1090 I St. NW, Washington, DC 20001",38.9007039,-77.0268751
Mona Lisa,off,Eluvium,3/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Foothills,3/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Petit Manseng,3/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Norm's Beer & Wine,off,Eluvium,3/20,"136 Branch Rd SE, Vienna, VA 22180",38.9062317,-77.257151
One Eared Stag,on,Eluvium,3/20,"1029 EDGEWOOD AVE NE, ATLANTA, GA 30374",33.7572073,-84.3541197
Organic Butcher of McLean,off,Foothills,3/20,"6712 Old Dominion Drive, McLean, VA 22101",38.9335412,-77.1758584
Organic Butcher of McLean,off,Foothills,3/20,"6712 Old Dominion Drive, McLean, VA 22101",38.9335412,-77.1758584
Organic Butcher of McLean,off,Shenandoah Valley Cabernet Franc,3/20,"6712 Old Dominion Drive, McLean, VA 22101",38.9335412,-77.1758584
Outpost,off,Foothills,3/20,"4813 Forest Hill Ave., Richmond, VA 23225",37.5211852,-77.4878087
Outpost,off,Rosé,3/20,"4813 Forest Hill Ave., Richmond, VA 23225",37.5211852,-77.4878087
Perch,on,Chardonnay,3/20,"2918 W. Broad Street, Richmond, VA 23230",37.5640539,-77.4719183
Planet Wine,off,Rosé,3/20,"2000-2004 Mount Vernon Ave, Alexandria, VA 22301",38.8239944,-77.0585361
Planet Wine,off,Rosé,3/20,"2000-2004 Mount Vernon Ave, Alexandria, VA 22301",38.8239944,-77.0585361
Planet Wine,off,Shenandoah Valley Cabernet Franc,3/20,"2000-2004 Mount Vernon Ave, Alexandria, VA 22301",38.8239944,-77.0585361
Press 626,on/off,Rosé,3/20,"626 West Olney Rd., Norfolk, VA 23507",36.8605378,-76.2996588
Prime 109,on,Shenandoah Valley Cabernet Franc,3/20,"300 East Main St., Charlottesville, VA 22902",36.8605378,-76.2996588
Prosperity Kitchen & Pantry,on,Foothills,3/20,"532 Virginia Beach Blvd Ste B, Virginia Beach, VA 23451",36.8444829,-75.9806406
Quirk Hotel - Charlottesville,on,Five Forks,3/20,"499 W Main Street, Charlottesville, VA 22902",38.03121,-78.48776
Quirk Hotel - Charlottesville,on,Foothills,3/20,"499 W Main Street, Charlottesville, VA 22902",38.03121,-78.48776
Rio Hill Wine & Beer,off,Chardonnay,3/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Rio Hill Wine & Beer,off,Eluvium,3/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Roanoke Natural Foods Co-op,off,Foothills,3/20,"1319 Grandin Rd SW, Roanoke, VA 24015",37.2652232,-79.9776246
Rose's at Home,on,Foothills,3/20,"731 8th Street SE, Washington, DC 20003",38.8801665,-76.9953797
Screwtop,on/off,Foothills,3/20,"1025 Fillmore St. N, Arlington, VA 22201",38.8859072,-77.0926894
Screwtop,on/off,Foothills,3/20,"1025 Fillmore St. N, Arlington, VA 22201",38.8859072,-77.0926894
Screwtop,on/off,Rosé,3/20,"1025 Fillmore St. N, Arlington, VA 22201",38.8859072,-77.0926894
"Shack, The",on,Foothills,3/20,"105 S. Coalter St., Staunton, VA 24401",38.148151,-79.0681357
South Street Brewery,on,Chardonnay,3/20,"106 South St., Charlottesville, VA 22902",38.029338,-78.482687
Swirl & Sip,off,Five Forks,3/20,"2905 District  Ave. Ste. 112, Fairfax, VA 22031",38.8733231,-77.229401
