Accounts,On/Off,Wine,Date,Address,Lat,Lon
Wine Gourmet,off,Rosé,4/20,"3524 Electric Road, Roanoke, VA 24014-1109",37.2271841,-79.9984762
Wine Gourmet,off,Rosé,4/20,"3524 Electric Road, Roanoke, VA 24014-1109",37.2271841,-79.9984762
Wine Seller - Williamsburg,off,Foothills,4/20,"4680 Monticello Ave Suite 15, Williamsburg, VA 23188",37.2719211,-76.7595155
Wine Seller - Williamsburg,off,Rosé,4/20,"4680 Monticello Ave Suite 15, Williamsburg, VA 23188",37.2719211,-76.7595155
67 Liquor Shop,off,Rosé,5/20,"179 Columbus Ave, New York, NY 10023",40.7746082,-73.9805925
Alewife,on,Pétillant Naturel White,5/20,"3120 E Marshall St., Richmond, VA 23223-7437",37.5288799,-77.4116006
Alewife,on,Pétillant Naturel White,5/20,"3120 E Marshall St., Richmond, VA 23223-7437",37.5288799,-77.4116006
Arrowine,off,Chardonnay,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Foothills,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Foothills,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Rosé,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Rosé,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Rosé,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Rosé,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Barrel Thief,on/off,Foothills,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Foothills,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Foothills,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Blacksburg Wine Lab,on,Foothills,5/20,"400 Turner St. NW, Blacksburg, VA 24060",37.2331938,-80.421742
Broken Tulip,on,Pétillant Naturel White,5/20,"3129 W. Cary Street, Richmond, VA 23221",37.5532674,-77.481503
Broken Tulip,on,Young Wine Chambourcin,5/20,"3129 W. Cary Street, Richmond, VA 23221",37.5532674,-77.481503
Buck's Fishing,on,Rosé,5/20,"5031 Connecticut Ave NW, Washington, DC 20008",38.955832,-77.0698701
Chain Bridge Cellars,off,Foothills,5/20,"1351 Chain Bridge Rd, McLean, VA 22101",38.9385421,-77.1746454
Common House,on,Eluvium,5/20,"206 West Market Street, Charlottesville, VA 22902",38.0317194,-78.4822538
Common House,on,Petit Manseng,5/20,"206 West Market Street, Charlottesville, VA 22902",38.0317194,-78.4822538
Common House,on,Rosé,5/20,"206 West Market Street, Charlottesville, VA 22902",38.0317194,-78.4822538
Commonwealth Club,on,Rosé,5/20,"401 W. Franklin Street, Richmond, VA 23220",37.5458434,-77.447656
Crystal City Wine Shop,off,Foothills,5/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Crystal City Wine Shop,off,Pétillant Naturel White,5/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Crystal City Wine Shop,off,Rosé,5/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Crystal City Wine Shop,off,Rosé,5/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Crystal City Wine Shop,off,Rosé,5/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Dominion Wine and Beer,on/off,Foothills,5/20,"107 Rowell Ct., Falls Church, VA 22046-3126",38.8897048,-77.183834
Dominion Wine and Beer,on/off,Rosé,5/20,"107 Rowell Ct., Falls Church, VA 22046-3126",38.8897048,-77.183834
Ellwood Thompson,off,Pétillant Naturel White,5/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Petit Manseng,5/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Quaker Run Chardonnay,5/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Rosé,5/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Fat Canary,on,Foothills,5/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Rosé,5/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Feast,off,Rosé,5/20,"416 W Main St Suite H, Charlottesville, VA 22902",38.0304142,-78.4872613
Foods of All Nations,off,Pétillant Naturel White,5/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Rosé,5/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Friendly City Food Co-op,off,Foothills,5/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Friendly City Food Co-op,off,Rosé,5/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Glen's Garden Market,on/off,Foothills,5/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Rosé,5/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Rosé,5/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Rosé,5/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Greenwood,off,Pétillant Naturel White,5/20,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Greenwood,off,Young Wine Chambourcin,5/20,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Grisette,on,Petit Manseng,5/20,"3119 East Marshall Street, Richmond, VA 23223",37.528621,-77.4119182
Grisette,on,Petit Manseng,5/20,"3119 East Marshall Street, Richmond, VA 23223",37.528621,-77.4119182
Heirloom Café,On,Rosé,5/20,"815 N Chase St, Athens, GA 30601",33.9663133,-83.3931064
J Emerson,off,Pétillant Naturel White,5/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
J Emerson,off,Rosé,5/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
Kings County Wines,off,Foothills,5/20,"1420 Cortelyou Rd, Brooklyn, NY 11226",40.6409745,-73.9644848
La Fromagerie,on/off,Eluvium,5/20,"1222 King St, Alexandria, VA 22314-2927",38.805648,-77.053429
La Fromagerie,on/off,Pétillant Naturel White,5/20,"1222 King St, Alexandria, VA 22314-2927",38.805648,-77.053429
La Fromagerie,on/off,Pétillant Naturel White,5/20,"1222 King St, Alexandria, VA 22314-2927",38.805648,-77.053429
La Fromagerie,on/off,Quaker Run Chardonnay,5/20,"1222 King St, Alexandria, VA 22314-2927",38.805648,-77.053429
La Fromagerie,on/off,Rosé,5/20,"1222 King St, Alexandria, VA 22314-2927",38.805648,-77.053429
La Fromagerie,on/off,Rosé,5/20,"1222 King St, Alexandria, VA 22314-2927",38.805648,-77.053429
Libbie Market,off,Eluvium,5/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Libbie Market,off,Eluvium,5/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Libbie Market,off,Petit Manseng,5/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Libbie Market,off,Rosé,5/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Libbie Market,off,Rosé,5/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Locke Store,off,Pétillant Naturel White,5/20,"2049 Millwood Rd., Millwood, VA 22646",39.0695452,-78.0379379
Locke Store,off,Pétillant Naturel White,5/20,"2049 Millwood Rd., Millwood, VA 22646",39.0695452,-78.0379379
Locke Store,off,Rosé,5/20,"2049 Millwood Rd., Millwood, VA 22646",39.0695452,-78.0379379
Market Street Wine Shop,off,Chardonnay,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Chardonnay,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Eluvium,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Foothills,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Foothills,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Pétillant Naturel White,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Pétillant Naturel White,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Pétillant Naturel White,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Petit Manseng,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Rosé,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Young Wine Chambourcin,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Mona Lisa,off,Rosé,5/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Young Wine Chambourcin,5/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mount Airy Winegrowers LLC,off,Pétillant Naturel White,5/20,"1609 Lee Highway, Fort Defiance, VA 24437",38.2353215,-78.976582
Newtown Baking,off,Foothills,5/20,"960 W Beverlely Street, Staunton, VA 244001",38.1496916,-79.0738108
Norm's Beer & Wine,off,Rosé,5/20,"136 Branch Rd SE, Vienna, VA 22180",38.9062317,-77.257151
Odd Provisions,off,Rosé,5/20,"3301 11th Street NW, Washington, DC 20010",38.9309006,-77.0278015
Organic Butcher of McLean,off,Rosé,5/20,"6712 Old Dominion Drive, McLean, VA 22101-3806",38.9335412,-77.1758584
Planet Wine,off,Petit Manseng,5/20,"2000-2004 Mount Vernon Ave, Alexandria, VA 22301",38.8239944,-77.0585361
Planet Wine,off,Rosé,5/20,"2000-2004 Mount Vernon Ave, Alexandria, VA 22301",38.8239944,-77.0585361
Planet Wine,off,Rosé,5/20,"2000-2004 Mount Vernon Ave, Alexandria, VA 22301",38.8239944,-77.0585361
Rio Hill Wine & Beer,off,Chardonnay,5/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Rio Hill Wine & Beer,off,Eluvium,5/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Rio Hill Wine & Beer,off,Eluvium,5/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Rio Hill Wine & Beer,off,Foothills,5/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Rio Hill Wine & Beer,off,Foothills,5/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Rio Hill Wine & Beer,off,Quaker Run Chardonnay,5/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Rio Hill Wine & Beer,off,Rosé,5/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Rio Hill Wine & Beer,off,Shenandoah Valley Cabernet Franc,5/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Roanoke Natural Foods Co-op,off,Foothills,5/20,"1319 Grandin Rd SW, Roanoke, VA 24015-231",37.2652232,-79.9776246
Saison,on,Pétillant Naturel White,5/20,"23 W Marshall St. Suite A, Richmond, VA 23220",37.546819,-77.4420934
Salisbury Country Club,on,Pétillant Naturel White,5/20,"13620 W. Salisbury Rd, Midlothian, VA 23113",37.5278854,-77.6533788
Salisbury Country Club,on,Rosé,5/20,"13620 W. Salisbury Rd, Midlothian, VA 23113",37.5278854,-77.6533788
Savannah Wine Cellar,On,Foothills,5/20,"5500 Abercorn St, Savannah, GA 31405",32.0229174,-81.109395
Screwtop,on/off,Rosé,5/20,"1025 Fillmore St. N, Arlington, VA 22201",38.8859072,-77.0926894
Screwtop,on/off,Rosé,5/20,"1025 Fillmore St. N, Arlington, VA 22201",38.8859072,-77.0926894
Taste - Westhampton,on/off,Rosé,5/20,"5706 Grove Ave Ste 100, Richmond, VA 23226-2346",37.5732828,-77.5173888
Thornton River Grille,on,Rosé,5/20,"Thornton River Grille, Sperryville, VA 22740",38.6525114,-78.2667447
Unwined Belle View,off,Pétillant Naturel White,5/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Belle View,off,Rosé,5/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Belle View,off,Rosé,5/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Belle View,off,Shenandoah Valley Cabernet Franc,5/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Bradlee Shopping Center,off,Eluvium,5/20,"3690-J King St, Alexandria, VA 22302",38.8296628,-77.0921948
Unwined Bradlee Shopping Center,off,Rosé,5/20,"3690-J King St, Alexandria, VA 22302",38.8296628,-77.0921948
