Accounts,On/Off,Wine,Date,Address,Lat,Lon
J Emerson,off,Young Wine,12/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
Henry's,off,Young Wine,12/20,"69 Central Ave., Brooklyn, NY 11206",40.701166,-73.9302185
Foods of All Nations,off,Eluvium,12/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Shenandoah Valley Cabernet Franc,12/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Foothills,12/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Greenwood,off,Foothills,12/20,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Mona Lisa,off,Five Forks,12/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Whole Foods - Ashburn,on/off,Foothills,12/20,"19800 Belmont Chase Dr, Ashburn, VA 20147",39.0686101,-77.4843579
Whole Foods - Fair Lakes,on/off,Five Forks,12/20,"4501 Market Commons Drive, Fairfax, VA 22033",38.8578497,-77.377751
Primland Resort,on,Shenandoah Valley Cabernet Franc,12/20,"2000 Busted Rock Road, Meadows of Dan, VA 24120",36.6617827,-80.4318697
Washington Street Purveyors,off,Foothills,12/20,"9 E Washington St, Lexington, VA 24450",37.7845823,-79.441534
Unwined Belle View,off,Eluvium,12/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Belle View,off,Quaker Run Chardonnay,12/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Thornton River Grille,on,Petit Manseng,12/20,"Thornton River Grille, Sperryville, VA 22740",38.657256,-78.22669
Thornton River Grille,on,Foothills,12/20,"Thornton River Grille, Sperryville, VA 22740",38.657256,-78.22669
Friendly City Food Co-op,off,Foothills,12/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Alley Light,on,Shenandoah Valley Cabernet Franc,12/20,"108 2nd St. SW, Charlottesville, VA 22902",38.0305995,-78.482276
Arrowine,off,Shenandoah Valley Cabernet Franc,12/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Crystal Palate,off,Eluvium,12/20,"4500 Pretty Lake Avenue, Norfolk, VA 23518",36.925493,-76.1880817
Whole Foods - Charlottesville,on/off,Foothills,12/20,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
Whole Foods - Florida Ave,on/off,Five Forks,12/20,"FAV - BU# 10651, Washington, DC 20001",38.9071923,-77.0368707
Whole Foods - West Broad,on/off,Foothills,12/20,"2024 W Broad Street, Richmond, VA 23220",37.5581958,-77.4612166
"Wool Factory, The",on/off,Foothills,12/20,"1837 Broadway Street, Charlottesville, VA 22902",38.0195964,-78.4553634
Fat Canary,on,Eluvium,12/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Shenandoah Valley Cabernet Franc,12/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Mona Lisa,off,Shenandoah Valley Cabernet Franc,12/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Arrowine,off,Foothills,12/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Cork & Fork - DC,on,Shenandoah Valley Cabernet Franc,12/20,"1522 14th St NW, Washington, DC 20005",38.9104777,-77.0321531
Grisette,on,Petit Manseng,12/20,"3119 East Marshall Street, Richmond, VA 23223",37.5286168,-77.4119223
Outpost,off,Young Wine,12/20,"4813 Forest Hill Ave., Richmond, VA 23225",37.5211852,-77.4878087
Fat Canary,on,Foothills,12/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Olivino,off,Young Wine,12/20,"905 Fulton Street, Brooklyn, NY 11238",40.6837237,-73.9671635
Foods of All Nations,off,Foothills,12/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Friendly City Food Co-op,off,Foothills,12/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Olivino,off,Foothills,12/20,"905 Fulton Street, Brooklyn, NY 11238",40.6837237,-73.9671635
Market Street Wine Shop,off,Five Forks,12/20,"311 East Market St, Charlottesville, VA 22902",38.0310698,-78.4789677
Market Street Wine Shop,off,Petit Manseng,12/20,"311 East Market St, Charlottesville, VA 22902",38.0310698,-78.4789677
Win Son,on,Young Wine,12/20,"159 Graham Ave, Brooklyn, NY 11206",40.7074661,-73.9434952
Win Son,on,Young Wine,12/20,"159 Graham Ave, Brooklyn, NY 11206",40.7074661,-73.9434952
Libbie Market,off,Eluvium,12/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Libbie Market,off,Petit Manseng,12/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Ellwood Thompson,off,Chardonnay,12/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Eluvium,12/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Glen Manor Vineyards LLC,on,Young Wine,12/20,"2244 Browntown Road, Front Royal, VA 22630",38.8400911,-78.2291685
Glen Manor Vineyards LLC,on,Petit Manseng,12/20,"2244 Browntown Road, Front Royal, VA 22630",38.8400911,-78.2291685
Glen Manor Vineyards LLC,on,Young Wine,12/20,"2244 Browntown Road, Front Royal, VA 22630",38.8400911,-78.2291685
Dominion Wine and Beer,on/off,Foothills,12/20,"107 Rowell Ct., Falls Church, VA 22046",38.8897048,-77.183834
Locke Store,off,Petit Manseng,12/20,"2049 Millwood Rd., Millwood, VA 22646",39.0695654,-78.0379321
Mom's Apple Pie Hill High,off,Shenandoah Valley Cabernet Franc,12/20,"35246 Harry Byrd Hwy Ste. 100, Round Hill, VA 20141",39.1277991,-77.7873132
Whole Foods - Boro Tysons,on/off,Foothills,12/20,"1635 Boro Place, McLean, VA 22102",38.9245013,-77.233061
Duck & The Peach,off,Young Wine,12/20,"700 Pennsylvania Ave SE, Washington, DC 20003",38.8850381,-76.9957982
Farmers & Distillers,on,Rosé,12/20,"600 Massachusetts Ave. NW, Washington, DC 20001",38.9013601,-77.0208105
Whole Foods - Fair Lakes,on/off,Foothills,12/20,"4501 Market Commons Drive, Fairfax, VA 22033",38.8578497,-77.377751
Whole Foods - Old Town,on/off,Foothills,12/20,"1700 Duke Street, Alexandria, VA 22314",38.8041416,-77.0600615
Norm's Beer & Wine,off,Chardonnay,12/20,"136 Branch Rd SE, Vienna, VA 22180",38.9062317,-77.257151
Glen's Garden Market,on/off,Five Forks,12/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Arrowine,off,Eluvium,12/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Mona Lisa,off,Foothills,12/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Petit Manseng,12/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Ellwood Thompson,off,Young Wine,12/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Pendulum Fine Meats,off,Foothills,12/20,"820 Shirley Avenue, Norfolk, VA 23517",36.8683635,-76.2987524
Prosperity Kitchen & Pantry,on,Foothills,12/20,"532 Virginia Beach Blvd Ste B, Virginia Beach, VA 23451",36.8444829,-75.9806406
Whole Foods - Short Pump,on/off,Foothills,12/20,"11173 West Broad St., Richmond, VA 23060",37.6475665,-77.5997292
Wine Warehouse,off,Shenandoah Valley Cabernet Franc,12/20,"1804 Hydraulic Rd, Charlottesville, VA 22902",38.0607943,-78.4914214
Whole Foods - Charlottesville,on/off,Foothills,12/20,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
Fat Canary,on,Shenandoah Valley Cabernet Franc,12/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
J Emerson,off,Shenandoah Valley Cabernet Franc,12/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
Westside Produce & Provisions,off,Foothills,12/20,"5015 Colley Ave., Norfolk, VA 23508",36.8890972,-76.2954949
Westside Produce & Provisions,off,Five Forks,12/20,"5015 Colley Ave., Norfolk, VA 23508",36.8890972,-76.2954949
Wine Warehouse,off,Foothills,12/20,"1804 Hydraulic Rd, Charlottesville, VA 22902",38.0607943,-78.4914214
Barrel Thief,on/off,Chardonnay,12/20,"5805 Patterson Ave, Richmond, VA 23226",37.5794435,-77.5149812
Westside Produce & Provisions,off,Shenandoah Valley Cabernet Franc,12/20,"5015 Colley Ave., Norfolk, VA 23508",36.8890972,-76.2954949
Unwined Belle View,off,Eluvium,12/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Belle View,off,Shenandoah Valley Cabernet Franc,12/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined King St,off,Eluvium,12/20,"Bradlee Shopping Center, Alexandria, VA 22302",38.8286628,-77.091633
Unwined King St,off,Young Wine,12/20,"Bradlee Shopping Center, Alexandria, VA 22302",38.8286628,-77.091633
Unwined Belle View,off,Quaker Run Chardonnay,12/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Founding Farmers - DC,on,Rosé,12/20,"1924 Pennsylvania Ave. NW, Washington, DC 20006",38.8999959,-77.0443929
Amber Ox Kitchen & Brewery,on,Five Forks,12/20,"521 Prince George St., Williamsburg, VA 23185",37.272864,-76.708414
Hamilton's,on,Shenandoah Valley Cabernet Franc,12/20,"101 W Main St, Charlottesville, VA 22902",38.030928,-78.4815455
Whole Foods - Short Pump,on/off,Foothills,12/20,"11173 West Broad St., Richmond, VA 23060",37.6475665,-77.5997292
Whole Foods - Short Pump,on/off,Five Forks,12/20,"11173 West Broad St., Richmond, VA 23060",37.6475665,-77.5997292
Friendly City Food Co-op,off,Five Forks,12/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Friendly City Food Co-op,off,Young Wine,12/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Market Street Wine Shop,off,Eluvium,12/20,"311 East Market St, Charlottesville, VA 22902",38.0310698,-78.4789677
Thornton River Grille,on,Eluvium,12/20,"Thornton River Grille, Sperryville, VA 22740",38.657256,-78.22669
Jefferson Hotel,on,Foothills,12/20,"101 W Franklin St, Richmond, VA 23220",37.5442364,-77.4454155
Whole Foods - Charlottesville,on/off,Foothills,12/20,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
Greenwood,off,Eluvium,12/20,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Market Street Wine Shop,off,Chardonnay,12/20,"311 East Market St, Charlottesville, VA 22902",38.0310698,-78.4789677
Mona Lisa,off,Eluvium,12/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Barrel Thief,on/off,Foothills,12/20,"5805 Patterson Ave, Richmond, VA 23226",37.5794435,-77.5149812
Market Street Wine Shop,off,Foothills,12/20,"311 East Market St, Charlottesville, VA 22902",38.0310698,-78.4789677
Mr. Bill's Wine Cellar,off,Young Wine,12/20,"2825 B Brambleton Ave., Roanoke, VA 24015",37.2438511,-79.9909487
Fat Canary,on,Foothills,12/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Roanoke Natural Foods Co-op,off,Young Wine,12/20,"1319 Grandin Rd SW, Roanoke, VA 24015",37.2652232,-79.9776246
Whole Foods - Old Town,on/off,Foothills,12/20,"1700 Duke Street, Alexandria, VA 22314",38.8041416,-77.0600615
Norm's Beer & Wine,off,Shenandoah Valley Cabernet Franc,12/20,"136 Branch Rd SE, Vienna, VA 22180",38.9062317,-77.257151
Founding Farmers - Reston,on,Rosé,01/21,"1904 Reston Metro Plaza, Suite 100, Reston, VA 20190",38.9488917,-77.3383807
Founding Farmers - Tyson's Corner,on,Rosé,01/21,"1800 Tyson's Blvd., McLean, VA 22102",38.9223637,-77.2224625
Whole Foods - Ashburn,on/off,Foothills,01/21,"19800 Belmont Chase Dr, Ashburn, VA 20147",39.0686101,-77.4843579
Whole Foods - Springfield,on/off,Foothills,01/21,"8402 Old Keene Mill Road, Springfield, VA 22152",38.7800288,-77.2349557
Friendly City Food Co-op,off,Young Wine,01/21,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Friendly City Food Co-op,off,Foothills,01/21,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
VinoWine,off,Five Forks,01/21,"1101 Jefferson St Suite 100, Lynchburg, VA 24504",37.4140004,-79.1391104
Fat Canary,on,Chardonnay,01/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Eluvium,01/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Five Forks,01/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Shenandoah Valley Cabernet Franc,01/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Taste - Hilltop,on/off,Foothills,01/21,"1554 Laskin Road, Suite 110, Virginia Beach, VA 23451",36.8537156,-76.0164334
Taste - Hilltop,on/off,Eluvium,01/21,"1554 Laskin Road, Suite 110, Virginia Beach, VA 23451",36.8537156,-76.0164334
Whole Foods - Charlottesville,on/off,Five Forks,01/21,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
Whole Foods - Virginia Beach,on/off,Foothills,01/21,"1800 Laskin Road, Virginia Beach, VA 23454",36.8509319,-76.0281576
Whole Foods - West Broad,on/off,Foothills,01/21,"2024 W Broad Street, Richmond, VA 23220",37.5581958,-77.4612166
DCanter,On,Foothills,01/21,"545 8th St. SE, Washington, DC 20003",38.8815035,-76.9953122
Field & Main,on/off,Eluvium,01/21,"8369 W. Main St., Marshall, VA 20115",38.8647631,-77.8574303
J Emerson,off,Five Forks,01/21,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
Mona Lisa,off,Shenandoah Valley Cabernet Franc,01/21,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
RichWine,off,Foothills,01/21,"2601 Maury Street, Richmond, VA 23224",37.5095,-77.4565725
Rio Hill Wine & Beer,off,Foothills,01/21,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Caboose,on/off,Foothills,01/21,"108 S. Railroad Ave., Ashland, VA 23005",37.758286,-77.4816338
Balducci's - Alexandria,off,Shenandoah Valley Cabernet Franc,01/21,"600 Franklin St, Alexandria, VA 22314",38.7978102,-77.0479011
Balducci's - Alexandria,off,Eluvium,01/21,"600 Franklin St, Alexandria, VA 22314",38.7978102,-77.0479011
Leon and Son Wine,off,Young Wine,01/21,"995 Fulton Street, Brooklyn, NY 11238",40.6828771,-73.9630419
Planet Wine,off,Young Wine,01/21,"2000-2004 Mount Vernon Ave, Alexandria, VA 22301",38.8239816,-77.0585376
Whole Foods - Ashburn,on/off,Five Forks,01/21,"19800 Belmont Chase Dr, Ashburn, VA 20147",39.0686101,-77.4843579
Whole Foods - Springfield,on/off,Foothills,01/21,"8402 Old Keene Mill Road, Springfield, VA 22152",38.7800288,-77.2349557
Ellwood Thompson,off,Foothills,01/21,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Five Forks,01/21,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Shenandoah Valley Cabernet Franc,01/21,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Roanoke Natural Foods Co-op,off,Foothills,01/21,"1319 Grandin Rd SW, Roanoke, VA 24015",37.2652232,-79.9776246
Vanderbilt Wine Merchants,off,Young Wine,01/21,"573 Vanderbilt Ave, Broooklyn, NY 11238",40.6805749,-73.9674951
Wine Seller - Williamsburg,off,Foothills,01/21,"4680 Monticello Ave Suite 15, Williamsburg, VA 23188",37.2719211,-76.7595155
Whole Foods - Short Pump,on/off,Five Forks,01/21,"11173 West Broad St., Richmond, VA 23060",37.6475665,-77.5997292
Locke Store,off,Eluvium,01/21,"2049 Millwood Rd., Millwood, VA 22646",39.0695654,-78.0379321
Mom's Apple Pie,off,Shenandoah Valley Cabernet Franc,01/21,"126 A Commerce St, Occoquan Historic Dist., VA 22125",38.6822873,-77.2600693
Mom's Apple Pie,off,Young Wine,01/21,"126 A Commerce St, Occoquan Historic Dist., VA 22125",38.6822873,-77.2600693
Mom's Apple Pie,off,Young Wine,01/21,"126 A Commerce St, Occoquan Historic Dist., VA 22125",38.6822873,-77.2600693
Unwined King St,off,Foothills,01/21,"Bradlee Shopping Center, Alexandria, VA 22302",38.8286628,-77.091633
Field & Main,on/off,Red Vine,01/21,"8369 W. Main St., Marshall, VA 20115",38.8647631,-77.8574303
Crystal City Wine Shop,off,Foothills,01/21,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Foods of All Nations,off,Eluvium,01/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Shenandoah Valley Cabernet Franc,01/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Mona Lisa,off,Foothills,01/21,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Young Wine,01/21,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Jefferson Hotel,on,Foothills,01/21,"101 W Franklin St, Richmond, VA 23220",37.5442364,-77.4454155
Niche Niche,on,Young Wine,01/21,"43 MacDougal St, New York, NY 10011",40.7311546,-73.9995271
Veil - Forest Hill,on,Foothills,01/21,"4910 Forest Hill Ave, Richmond, VA 23225",37.521588,-77.48978
Whole Foods - Old Town,on/off,Foothills,01/21,"1700 Duke Street, Alexandria, VA 22314",38.8041416,-77.0600615
Slope Cellars,Off,Young Wine,01/21,"436 7th Ave, Brooklyn, NY 11215",40.6635697,-73.9846443
Friendly City Food Co-op,off,Foothills,01/21,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Outpost,off,Foothills,01/21,"4813 Forest Hill Ave., Richmond, VA 23225",37.5211852,-77.4878087
Outpost,off,Young Wine,01/21,"4813 Forest Hill Ave., Richmond, VA 23225",37.5211852,-77.4878087
VinoWine,off,Five Forks,01/21,"1101 Jefferson St Suite 100, Lynchburg, VA 24504",37.4140004,-79.1391104
Amber Ox Kitchen & Brewery,on,Five Forks,01/21,"521 Prince George St., Williamsburg, VA 23185",37.272864,-76.708414
Fat Canary,on,Foothills,01/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Shenandoah Valley Cabernet Franc,01/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
